cod_transacao,num_conta,data_transacao,nome_transacao,valor_transacao,hora_transacao
65969,445,20221228,Credito,-493.44,05:37:40 UTC
69314,445,20221229,Credito,-348.21,16:59:47 UTC
8698,701,20150625,Credito,-9.99,10:29:21 UTC
9875,701,20150803,Credito,-11.79,19:03:29 UTC
14678,701,20150819,Credito,-22.79,08:50:54 UTC
24418,701,20150902,Credito,-19.3,03:45:07 UTC
28368,701,20160121,Credito,-38.82,00:17:40 UTC
28883,701,20160123,Credito,-33.55,03:44:20 UTC
29561,701,20160124,Credito,-20.02,05:07:07 UTC
32647,701,20160214,Credito,-12.63,07:58:00 UTC
32943,701,20160218,Credito,-76.18,20:13:57 UTC
35889,701,20160307,Credito,-104.93,10:13:38 UTC
38705,701,20160310,Credito,-56.35,04:44:07 UTC
40150,701,20180307,Credito,-187.14,08:27:03 UTC
44292,701,20180307,Credito,-5.13,18:49:02 UTC
47238,701,20180319,Credito,-20.9,21:38:47 UTC
49198,701,20180320,Credito,-110.09,00:10:58 UTC
50207,701,20180320,Credito,-17.07,08:58:35 UTC
50364,701,20180618,Credito,-120.38,04:37:11 UTC
53098,701,20180817,Credito,-123.91,23:41:19 UTC
57922,701,20180818,Credito,-41.63,04:07:38 UTC
58113,701,20180818,Credito,-20.12,05:12:20 UTC
63186,701,20181205,Credito,-60.23,17:05:14 UTC
66965,701,20181205,Credito,-56.87,17:09:54 UTC
68939,701,20190101,Credito,-27.92,05:13:41 UTC
69847,701,20200329,Credito,-45.97,21:24:18 UTC
71902,701,20200330,Credito,-15.4,08:05:11 UTC
2827,957,20201019,Credito,-58.69,02:59:19 UTC
7185,957,20201020,Credito,-13.77,11:59:11 UTC
8032,957,20210108,Credito,-224.65,21:11:46 UTC
8829,957,20210111,Credito,-8.63,14:52:04 UTC
12149,957,20210201,Credito,-17.99,11:31:12 UTC
12480,957,20210204,Credito,-19.78,22:02:55 UTC
13045,957,20210215,Credito,-386.53,19:13:32 UTC
23326,957,20221112,Credito,-70.65,14:40:45 UTC
26540,957,20221117,Credito,-44.56,22:01:45 UTC
30850,957,20221227,Credito,-9.05,06:55:04 UTC
31797,957,20221228,Credito,-17.45,22:49:18 UTC
41629,957,20221229,Credito,-17.92,23:27:48 UTC
45011,957,20221230,Credito,-8.35,00:00:00.679521 UTC
45268,957,20221230,Credito,-68.92,00:00:00.987715 UTC
47284,957,20221230,Credito,-104.74,00:00:00.42911 UTC
49284,957,20221230,Credito,-271.69,00:00:00.417969 UTC
49833,957,20221230,Credito,-10.13,00:00:00.353477 UTC
56647,957,20221230,Credito,-65.2,00:00:00.780341 UTC
62106,957,20221230,Credito,-41.33,00:00:00.745408 UTC
62738,957,20221230,Credito,-20.72,00:00:00.199471 UTC
63291,957,20221230,Credito,-108.72,00:00:00.161984 UTC
1969,190,20141107,Credito,-57.24,14:06:54 UTC
4167,190,20141109,Credito,-28.96,00:09:19 UTC
5219,190,20141109,Credito,-24.72,22:23:47 UTC
5780,190,20150406,Credito,-1.89,02:08:34 UTC
7225,190,20150407,Credito,-16.69,01:46:56 UTC
8393,190,20150407,Credito,-14.64,09:05:59 UTC
13671,190,20150430,Credito,-11.07,17:11:40 UTC
14926,190,20150621,Credito,-64.65,16:38:46 UTC
20636,190,20150627,Credito,-112.61,09:07:45 UTC
21587,190,20150627,Credito,-10.18,22:01:50 UTC
22528,190,20150728,Credito,-59.02,01:41:21 UTC
22781,190,20150901,Credito,-26.48,23:24:09 UTC
26241,190,20150908,Credito,-21.02,20:40:32 UTC
29412,190,20150911,Credito,-20.34,02:27:16 UTC
30020,190,20150911,Credito,-62.47,02:40:20 UTC
30993,190,20150919,Credito,-17.6,17:34:32 UTC
34577,190,20151211,Credito,-25.79,08:28:27 UTC
37773,190,20160202,Credito,-80.18,21:12:41 UTC
38765,190,20160209,Credito,-8.18,06:42:33 UTC
39495,190,20181011,Credito,-65.77,09:24:09 UTC
40327,190,20181027,Credito,-117.4,07:53:36 UTC
40417,190,20181029,Credito,-19.12,10:11:25 UTC
45984,190,20191026,Credito,-19.5,19:15:59 UTC
47092,190,20191124,Credito,-18.48,21:50:14 UTC
49734,190,20191125,Credito,-38.43,12:13:43 UTC
54270,190,20191125,Credito,-150.94,14:24:23 UTC
58922,190,20200912,Credito,-39.45,07:27:25 UTC
60993,190,20200912,Credito,-23.08,22:13:44 UTC
63489,190,20200913,Credito,-14.89,02:11:48 UTC
66793,190,20200913,Credito,-121.96,07:02:40 UTC
67312,190,20200913,Credito,-54.22,07:04:25 UTC
69059,190,20210304,Credito,-41.04,16:03:25 UTC
3654,446,20151027,Credito,-17.26,13:14:08 UTC
4334,446,20151028,Credito,-41.51,05:32:47 UTC
4770,446,20151028,Credito,-70.09,06:20:11 UTC
6553,446,20160529,Credito,-37.7,08:22:00 UTC
12942,446,20160706,Credito,-43.71,14:11:12 UTC
15479,446,20160804,Credito,-228.44,06:18:17 UTC
17787,446,20160804,Credito,-22.81,06:40:58 UTC
18868,446,20160808,Credito,-51.81,11:38:28 UTC
19518,446,20160915,Credito,-19.55,12:53:06 UTC
21711,446,20160915,Credito,-126.97,14:05:50 UTC
30163,446,20160915,Credito,-54.62,22:56:07 UTC
31702,446,20161001,Credito,-43.88,20:13:50 UTC
32130,446,20161002,Credito,-14.82,09:24:17 UTC
37335,446,20161230,Credito,-22.25,19:11:47 UTC
37431,446,20170112,Credito,-38.29,18:21:02 UTC
39305,446,20170228,Credito,-183.94,12:04:53 UTC
41932,446,20170301,Credito,-60.84,16:47:55 UTC
42203,446,20170302,Credito,-5.71,19:05:22 UTC
44297,446,20170307,Credito,-18.58,07:39:23 UTC
44460,446,20170307,Credito,-119.52,10:51:41 UTC
44792,446,20170308,Credito,-12.65,04:17:48 UTC
45604,446,20170308,Credito,-84.15,04:34:11 UTC
47133,446,20170318,Credito,-10.04,02:35:47 UTC
49506,446,20170329,Credito,-35.87,19:58:43 UTC
50635,446,20170410,Credito,-98.48,11:39:15 UTC
51399,446,20170529,Credito,-35.38,21:17:58 UTC
54742,446,20211207,Credito,-64.21,00:30:12 UTC
56470,446,20220220,Credito,-119.55,08:22:41 UTC
62534,446,20220221,Credito,-57.66,21:41:59 UTC
1982,702,20181105,Credito,-8.89,19:41:20 UTC
7676,702,20181231,Credito,-46.04,19:27:39 UTC
10793,702,20190315,Credito,-33.26,02:38:01 UTC
16152,702,20190327,Credito,-20.25,09:49:33 UTC
17472,702,20190503,Credito,-19.8,02:20:20 UTC
17804,702,20190629,Credito,-120.22,21:50:50 UTC
18946,702,20190901,Credito,-90.77,15:29:55 UTC
22210,702,20190905,Credito,-68.33,07:43:42 UTC
22617,702,20190906,Credito,-33.13,03:57:02 UTC
24270,702,20190907,Credito,-17.78,03:06:34 UTC
27930,702,20190907,Credito,-71.04,09:39:52 UTC
28263,702,20190908,Credito,-6.67,06:19:33 UTC
33236,702,20190909,Credito,-38.08,00:27:31 UTC
35369,702,20191201,Credito,-41.43,14:15:20 UTC
36059,702,20191207,Credito,-22.33,03:15:45 UTC
40362,702,20191227,Credito,-41.0,10:36:32 UTC
40503,702,20191227,Credito,-4.26,16:44:28 UTC
49603,702,20210501,Credito,-36.04,00:57:12 UTC
53223,702,20210808,Credito,-47.28,01:27:24 UTC
67434,702,20221229,Credito,-20.48,22:09:00 UTC
5666,958,20190109,Credito,-95.71,16:15:51 UTC
6962,958,20190110,Credito,-27.28,01:08:28 UTC
8611,958,20190619,Credito,-32.28,07:56:51 UTC
12690,958,20190629,Credito,-16.63,22:45:01 UTC
18876,958,20190701,Credito,-10.69,05:10:06 UTC
21579,958,20210706,Credito,-73.66,18:44:48 UTC
24682,958,20210707,Credito,-54.54,03:18:51 UTC
26424,958,20210707,Credito,-46.2,14:32:08 UTC
47067,958,20220417,Credito,-34.27,08:15:05 UTC
48724,958,20220417,Credito,-33.53,13:22:17 UTC
51365,958,20220418,Credito,-30.37,05:47:43 UTC
52178,958,20220420,Credito,-99.18,10:28:33 UTC
52315,958,20220420,Credito,-30.96,14:50:03 UTC
56738,958,20220421,Credito,-81.18,01:04:18 UTC
61194,958,20220527,Credito,-30.67,18:25:57 UTC
63613,958,20220830,Credito,-15.31,04:11:27 UTC
65942,958,20221020,Credito,-27.38,00:34:48 UTC
68502,958,20221106,Credito,-9.69,22:08:42 UTC
2227,191,20130507,Credito,-31.48,23:52:11 UTC
4243,191,20130508,Credito,-4.95,05:58:44 UTC
8354,191,20130513,Credito,-56.62,19:00:56 UTC
9112,191,20130513,Credito,-31.78,19:13:39 UTC
9613,191,20130520,Credito,-11.52,05:33:04 UTC
10268,191,20130612,Credito,-72.19,10:26:24 UTC
10897,191,20130612,Credito,-104.91,12:02:38 UTC
12319,191,20130706,Credito,-132.71,09:25:26 UTC
17067,191,20131225,Credito,-3.02,04:21:18 UTC
17206,191,20131226,Credito,-34.92,18:10:46 UTC
17986,191,20140109,Credito,-70.16,23:13:07 UTC
22152,191,20140211,Credito,-26.87,19:17:53 UTC
26012,191,20140217,Credito,-43.25,05:50:07 UTC
34229,191,20140217,Credito,-90.55,16:53:29 UTC
36409,191,20140218,Credito,-44.72,04:37:47 UTC
37340,191,20140409,Credito,-102.04,17:59:14 UTC
44380,191,20160109,Credito,-29.53,05:21:17 UTC
47779,191,20160623,Credito,-50.31,18:51:05 UTC
49211,191,20160623,Credito,-36.08,22:30:27 UTC
50719,191,20160624,Credito,-46.87,19:25:12 UTC
51552,191,20160807,Credito,-8.13,02:07:05 UTC
59929,191,20160815,Credito,-109.6,03:31:44 UTC
60805,191,20160816,Credito,-108.37,08:25:13 UTC
61018,191,20160816,Credito,-53.55,09:31:14 UTC
63615,191,20160828,Credito,-10.99,19:50:29 UTC
66598,191,20160901,Credito,-13.51,19:53:22 UTC
69064,191,20160905,Credito,-17.25,16:10:39 UTC
69662,191,20160905,Credito,-20.3,20:59:41 UTC
69726,191,20160906,Credito,-155.09,04:22:26 UTC
70110,191,20160909,Credito,-51.98,21:08:49 UTC
3025,447,20221117,Credito,-24.46,19:39:47 UTC
3581,447,20221117,Credito,-15.99,19:42:00 UTC
5251,447,20221120,Credito,-47.83,09:40:59 UTC
6709,447,20221122,Credito,-77.36,21:43:49 UTC
6992,447,20221128,Credito,-32.43,18:09:25 UTC
7415,447,20221206,Credito,-141.75,18:25:17 UTC
9094,447,20221209,Credito,-26.85,10:58:35 UTC
15774,447,20221229,Credito,-83.11,23:40:31 UTC
19493,447,20221229,Credito,-57.25,23:46:53 UTC
25559,447,20221229,Credito,-67.42,23:59:59.27295 UTC
27431,447,20221229,Credito,-86.23,23:59:59.783005 UTC
27689,447,20221229,Credito,-19.76,23:59:59.403116 UTC
29566,447,20221229,Credito,-53.09,23:59:59.240833 UTC
33832,447,20221229,Credito,-42.86,23:59:59.239831 UTC
34879,447,20221229,Credito,-58.82,23:59:59.369212 UTC
39410,447,20221229,Credito,-10.62,23:59:59.776601 UTC
44748,447,20221229,Credito,-115.71,23:59:59.332074 UTC
44863,447,20221229,Credito,-162.81,23:59:59.390258 UTC
46501,447,20221229,Credito,-26.74,23:59:59.428073 UTC
47635,447,20221229,Credito,-22.79,23:59:59.158051 UTC
48719,447,20221229,Credito,-14.56,23:59:59.860521 UTC
50959,447,20221229,Credito,-31.54,23:59:59.740434 UTC
54978,447,20221229,Credito,-149.81,23:59:59.335584 UTC
58432,447,20221229,Credito,-66.99,23:59:59.558792 UTC
58535,447,20221229,Credito,-80.36,23:59:59.216744 UTC
63415,447,20221229,Credito,-73.18,23:59:59.607027 UTC
63723,447,20221229,Credito,-22.78,23:59:59.134031 UTC
63812,447,20221229,Credito,-17.95,23:59:59.312588 UTC
64900,447,20221229,Credito,-38.37,23:59:59.8354 UTC
67879,447,20221229,Credito,-118.73,23:59:59.945573 UTC
68599,447,20221229,Credito,-52.58,23:59:59.852976 UTC
1080,703,20150319,Credito,-29.66,16:05:54 UTC
2698,703,20150321,Credito,-23.71,15:15:37 UTC
3515,703,20150324,Credito,-6.75,07:21:02 UTC
6027,703,20150324,Credito,-11.63,08:44:34 UTC
6147,703,20150325,Credito,-148.84,22:53:37 UTC
6911,703,20150331,Credito,-2.78,04:12:37 UTC
10648,703,20150404,Credito,-122.71,06:42:21 UTC
11987,703,20150404,Credito,-99.0,09:09:14 UTC
15583,703,20150407,Credito,-26.2,03:30:43 UTC
17101,703,20150407,Credito,-244.68,14:08:57 UTC
17388,703,20150422,Credito,-102.2,09:49:16 UTC
25823,703,20150829,Credito,-194.63,01:28:23 UTC
27985,703,20171020,Credito,-22.21,14:08:29 UTC
31883,703,20180615,Credito,-23.2,19:05:36 UTC
33272,703,20180627,Credito,-5.07,01:22:57 UTC
34383,703,20180712,Credito,-60.86,18:15:36 UTC
34864,703,20180715,Credito,-82.94,22:53:25 UTC
35918,703,20180716,Credito,-19.9,01:18:33 UTC
36790,703,20180718,Credito,-21.78,10:38:08 UTC
38036,703,20180718,Credito,-29.48,17:13:19 UTC
43924,703,20180719,Credito,-85.78,15:22:35 UTC
46139,703,20180723,Credito,-8.75,19:33:25 UTC
47828,703,20181031,Credito,-49.1,12:18:20 UTC
49227,703,20181101,Credito,-7.05,20:58:20 UTC
50666,703,20181101,Credito,-57.31,21:14:20 UTC
52759,703,20181103,Credito,-14.8,13:48:34 UTC
53768,703,20181108,Credito,-37.16,16:28:15 UTC
56146,703,20190112,Credito,-73.63,20:38:03 UTC
58737,703,20190117,Credito,-42.85,22:46:51 UTC
59200,703,20190204,Credito,-14.42,11:20:14 UTC
59285,703,20190204,Credito,-22.6,11:21:35 UTC
64378,703,20190208,Credito,-8.47,15:56:43 UTC
65886,703,20190404,Credito,-43.77,03:53:40 UTC
66867,703,20200320,Credito,-5.5,21:05:33 UTC
68015,703,20200320,Credito,-81.41,22:47:43 UTC
70183,703,20200320,Credito,-41.63,23:13:58 UTC
1353,959,20220626,Credito,-24.79,19:54:44 UTC
3898,959,20220630,Credito,-68.39,20:42:31 UTC
4305,959,20221014,Credito,-20.49,06:14:12 UTC
8584,959,20221125,Credito,-35.66,22:29:54 UTC
11266,959,20221208,Credito,-23.29,00:09:31 UTC
12366,959,20221208,Credito,-33.65,08:22:51 UTC
12914,959,20221214,Credito,-83.07,22:41:34 UTC
15378,959,20221217,Credito,-35.76,13:42:30 UTC
24774,959,20221226,Credito,-61.92,23:48:53 UTC
28954,959,20221229,Credito,-130.59,22:37:46 UTC
29747,959,20221229,Credito,-17.73,23:19:12 UTC
33938,959,20221229,Credito,-13.68,23:58:02 UTC
37408,959,20221229,Credito,-4.35,23:59:56 UTC
39174,959,20221229,Credito,-16.16,23:59:59.625477 UTC
41189,959,20221229,Credito,-10.63,23:59:59.147147 UTC
42350,959,20221229,Credito,-23.09,23:59:59.462834 UTC
45076,959,20221229,Credito,-21.8,23:59:59.122445 UTC
47741,959,20221229,Credito,-76.85,23:59:59.507334 UTC
51976,959,20221229,Credito,-26.08,23:59:59.40335 UTC
52459,959,20221229,Credito,-28.2,23:59:59.345191 UTC
53543,959,20221229,Credito,-3.75,23:59:59.282846 UTC
55319,959,20221229,Credito,-23.62,23:59:59.179759 UTC
60034,959,20221229,Credito,-12.72,23:59:59.531008 UTC
60193,959,20221229,Credito,-14.91,23:59:59.871167 UTC
61213,959,20221229,Credito,-40.92,23:59:59.286278 UTC
61436,959,20221229,Credito,-23.69,23:59:59.831744 UTC
61462,959,20221229,Credito,-17.39,23:59:59.780203 UTC
71215,959,20221229,Credito,-151.81,23:59:59.854505 UTC
71611,959,20221229,Credito,-39.81,23:59:59.868973 UTC
3847,192,20151108,Credito,-24.56,07:01:10 UTC
5143,192,20160403,Credito,-11.13,02:40:04 UTC
7384,192,20180520,Credito,-7.99,12:07:16 UTC
14831,192,20180604,Credito,-85.98,17:37:08 UTC
16528,192,20180607,Credito,-94.01,11:05:08 UTC
17402,192,20181028,Credito,-7.67,05:34:00 UTC
18807,192,20210226,Credito,-37.92,02:48:27 UTC
30576,192,20221214,Credito,-11.0,02:57:21 UTC
31218,192,20221214,Credito,-55.9,17:53:52 UTC
32200,192,20221215,Credito,-50.48,00:51:52 UTC
35940,192,20221228,Credito,-102.43,07:01:20 UTC
44469,192,20221229,Credito,-14.93,23:55:36 UTC
51001,192,20221230,Credito,-27.07,00:00:00.314218 UTC
54693,192,20221230,Credito,-119.93,00:00:00.1642 UTC
56486,192,20221230,Credito,-12.06,00:00:00.349966 UTC
57271,192,20221230,Credito,-108.39,00:00:00.568335 UTC
63364,192,20221230,Credito,-71.98,00:00:00.800748 UTC
63406,192,20221230,Credito,-60.31,00:00:00.892015 UTC
67328,192,20221230,Credito,-12.9,00:00:00.817361 UTC
69309,192,20221230,Credito,-27.64,00:00:00.268248 UTC
2045,448,20191230,Credito,-52.09,15:46:19 UTC
4039,448,20191231,Credito,-24.68,21:28:00 UTC
4987,448,20200108,Credito,-27.44,12:39:40 UTC
7152,448,20200604,Credito,-14.62,21:33:27 UTC
10909,448,20200611,Credito,-107.98,13:20:16 UTC
11638,448,20201217,Credito,-37.64,04:27:36 UTC
15439,448,20201220,Credito,-42.96,19:03:52 UTC
19259,448,20210204,Credito,-11.75,22:46:06 UTC
26017,448,20210809,Credito,-46.18,02:48:23 UTC
27683,448,20210814,Credito,-8.73,13:07:40 UTC
28364,448,20210814,Credito,-19.26,13:19:28 UTC
36147,448,20210830,Credito,-217.72,09:32:35 UTC
38119,448,20210918,Credito,-16.4,06:35:46 UTC
39175,448,20221203,Credito,-7.11,15:22:14 UTC
55512,448,20221230,Credito,-69.49,00:00:00.850013 UTC
62623,448,20221230,Credito,-78.68,00:00:00.119346 UTC
63913,448,20221230,Credito,-27.94,00:00:00.45949 UTC
64844,448,20221230,Credito,-56.4,00:00:00.895998 UTC
68483,448,20221230,Credito,-177.49,00:00:00.914121 UTC
5767,704,20211211,Credito,-79.68,13:51:10 UTC
6026,704,20211212,Credito,-12.26,06:21:45 UTC
7986,704,20220213,Credito,-15.61,10:01:12 UTC
16789,704,20220218,Credito,-37.9,21:05:30 UTC
24262,704,20220308,Credito,-33.57,04:42:18 UTC
30347,704,20220820,Credito,-65.1,14:54:35 UTC
31364,704,20220822,Credito,-22.68,14:15:36 UTC
32812,704,20220830,Credito,-38.37,18:46:43 UTC
38573,704,20220901,Credito,-116.55,11:30:52 UTC
39340,704,20220901,Credito,-33.93,17:08:38 UTC
39840,704,20221011,Credito,-112.46,08:39:31 UTC
40736,704,20221011,Credito,-54.16,08:55:08 UTC
48079,704,20221120,Credito,-26.37,13:34:20 UTC
49868,704,20221121,Credito,-13.79,04:22:51 UTC
51859,704,20221121,Credito,-6.47,09:01:54 UTC
53506,704,20221127,Credito,-43.7,05:35:35 UTC
56924,704,20221129,Credito,-16.27,23:55:23 UTC
57833,704,20221217,Credito,-4.42,20:26:24 UTC
66203,704,20221224,Credito,-56.03,17:30:44 UTC
68272,704,20221228,Credito,-36.56,13:03:33 UTC
3300,960,20140905,Credito,-41.27,16:05:21 UTC
3444,960,20140905,Credito,-20.13,16:57:13 UTC
4282,960,20140905,Credito,-47.25,17:37:17 UTC
7116,960,20150112,Credito,-8.81,05:58:35 UTC
7789,960,20150113,Credito,-163.94,07:31:06 UTC
8648,960,20150306,Credito,-23.33,10:13:46 UTC
10044,960,20150406,Credito,-22.04,16:04:17 UTC
14937,960,20150414,Credito,-23.11,03:38:36 UTC
17062,960,20150417,Credito,-5.04,20:31:16 UTC
17128,960,20150417,Credito,-16.79,21:02:19 UTC
17994,960,20150417,Credito,-3.52,21:31:31 UTC
18698,960,20150417,Credito,-21.98,21:37:01 UTC
18963,960,20150627,Credito,-22.55,06:43:28 UTC
20316,960,20150627,Credito,-66.65,09:50:12 UTC
27313,960,20150703,Credito,-51.99,05:31:45 UTC
27961,960,20150703,Credito,-22.01,05:34:16 UTC
28471,960,20150709,Credito,-17.41,10:48:08 UTC
29751,960,20150821,Credito,-140.87,14:43:32 UTC
31224,960,20150911,Credito,-34.28,22:15:45 UTC
33050,960,20150916,Credito,-47.15,09:07:43 UTC
34579,960,20150916,Credito,-50.06,14:17:58 UTC
34840,960,20160131,Credito,-90.44,21:06:23 UTC
37060,960,20170919,Credito,-95.55,18:56:24 UTC
39878,960,20170920,Credito,-66.78,06:03:02 UTC
40254,960,20170921,Credito,-29.62,02:44:11 UTC
41206,960,20170922,Credito,-67.91,05:34:53 UTC
42666,960,20170924,Credito,-166.26,17:12:26 UTC
47341,960,20181220,Credito,-18.43,13:47:55 UTC
48144,960,20181221,Credito,-163.41,20:50:24 UTC
52303,960,20181226,Credito,-17.9,09:33:35 UTC
52635,960,20190122,Credito,-34.15,15:40:20 UTC
52640,960,20190122,Credito,-32.6,16:29:22 UTC
52975,960,20190123,Credito,-6.14,03:46:29 UTC
54729,960,20190222,Credito,-21.67,00:53:30 UTC
64335,960,20190817,Credito,-21.56,11:00:39 UTC
66850,960,20190820,Credito,-33.1,13:21:39 UTC
67170,960,20190822,Credito,-6.6,14:42:18 UTC
69177,960,20190911,Credito,-40.6,11:57:17 UTC
69864,960,20190913,Credito,-52.59,06:53:28 UTC
71174,960,20200109,Credito,-46.31,23:33:41 UTC
2696,193,20140712,Credito,-60.16,09:42:10 UTC
3994,193,20150120,Credito,-108.72,02:39:29 UTC
6425,193,20150211,Credito,-14.93,15:30:51 UTC
8331,193,20150612,Credito,-143.95,19:43:04 UTC
8916,193,20150629,Credito,-232.65,04:23:31 UTC
10181,193,20150630,Credito,-10.82,18:49:46 UTC
10879,193,20150702,Credito,-89.56,13:08:05 UTC
11114,193,20150702,Credito,-91.47,16:27:34 UTC
12371,193,20150702,Credito,-6.34,22:02:49 UTC
14182,193,20151024,Credito,-34.06,21:30:31 UTC
15328,193,20151025,Credito,-17.05,20:24:36 UTC
18972,193,20151105,Credito,-58.25,20:23:22 UTC
22003,193,20151105,Credito,-14.37,20:58:47 UTC
24579,193,20151105,Credito,-6.69,22:08:33 UTC
25944,193,20160122,Credito,-64.73,11:27:14 UTC
29065,193,20160122,Credito,-17.28,23:15:48 UTC
29224,193,20210820,Credito,-29.66,05:22:47 UTC
31266,193,20210823,Credito,-40.54,16:04:57 UTC
31971,193,20210825,Credito,-9.76,04:57:41 UTC
33039,193,20220111,Credito,-44.94,20:41:44 UTC
33750,193,20220117,Credito,-103.04,00:44:38 UTC
41514,193,20220617,Credito,-18.48,21:20:21 UTC
45390,193,20220730,Credito,-26.94,02:58:28 UTC
48020,193,20220904,Credito,-37.17,20:16:07 UTC
49008,193,20220919,Credito,-23.76,00:16:12 UTC
52531,193,20221012,Credito,-99.4,18:32:06 UTC
53930,193,20221227,Credito,-428.63,13:00:41 UTC
54473,193,20221228,Credito,-97.29,09:05:38 UTC
56580,193,20221229,Credito,-97.33,08:05:17 UTC
56957,193,20221229,Credito,-7.5,23:59:42 UTC
60177,193,20221229,Credito,-58.22,23:59:58 UTC
60179,193,20221229,Credito,-23.68,23:59:58 UTC
62094,193,20221229,Credito,-178.87,23:59:59 UTC
64094,193,20221229,Credito,-9.57,23:59:59.958203 UTC
67791,193,20221229,Credito,-224.25,23:59:59.474889 UTC
69469,193,20221229,Credito,-54.23,23:59:59.974984 UTC
7527,449,20220310,Credito,-20.14,19:14:05 UTC
8777,449,20220315,Credito,-43.91,05:46:08 UTC
18091,449,20221215,Credito,-13.34,00:27:07 UTC
19073,449,20221215,Credito,-105.51,04:31:34 UTC
25695,449,20221215,Credito,-20.19,11:25:19 UTC
29727,449,20221228,Credito,-48.89,20:14:53 UTC
35083,449,20221229,Credito,-45.97,23:06:51 UTC
36978,449,20221229,Credito,-76.96,23:15:25 UTC
37811,449,20221229,Credito,-111.22,23:49:46 UTC
41558,449,20221229,Credito,-27.09,23:57:52 UTC
54685,449,20221229,Credito,-21.06,23:59:59.903464 UTC
57125,449,20221229,Credito,-12.09,23:59:59.003385 UTC
60144,449,20221229,Credito,-10.1,23:59:59.909033 UTC
61417,449,20221229,Credito,-172.67,23:59:59.01047 UTC
62125,449,20221229,Credito,-26.51,23:59:59.375101 UTC
62943,449,20221229,Credito,-9.07,23:59:59.301694 UTC
63806,449,20221229,Credito,-34.66,23:59:59.035686 UTC
70537,449,20221229,Credito,-23.74,23:59:59.095709 UTC
3010,705,20150726,Credito,-33.79,21:57:51 UTC
8785,705,20150804,Credito,-24.94,05:37:56 UTC
9995,705,20160216,Credito,-41.9,09:25:37 UTC
10441,705,20160216,Credito,-8.94,10:13:11 UTC
10693,705,20160216,Credito,-13.37,20:47:18 UTC
13484,705,20160322,Credito,-57.0,06:11:26 UTC
17431,705,20160402,Credito,-57.17,13:52:00 UTC
18283,705,20160402,Credito,-167.14,19:32:21 UTC
22971,705,20181020,Credito,-64.28,18:14:57 UTC
23091,705,20181020,Credito,-29.04,18:47:45 UTC
32283,705,20181109,Credito,-46.21,13:35:23 UTC
32504,705,20181110,Credito,-41.05,02:22:52 UTC
36728,705,20190210,Credito,-13.55,22:49:52 UTC
37985,705,20190211,Credito,-6.79,00:22:31 UTC
37986,705,20190212,Credito,-24.58,21:17:07 UTC
43870,705,20190220,Credito,-88.2,11:03:40 UTC
44700,705,20190220,Credito,-132.47,11:30:32 UTC
48836,705,20190223,Credito,-68.44,14:36:32 UTC
49022,705,20190224,Credito,-7.06,10:06:45 UTC
55301,705,20190320,Credito,-80.73,05:39:28 UTC
56791,705,20190320,Credito,-117.28,09:17:40 UTC
59159,705,20190430,Credito,-44.86,21:24:48 UTC
63073,705,20190517,Credito,-151.81,01:44:58 UTC
65958,705,20190517,Credito,-151.65,20:37:11 UTC
66789,705,20190519,Credito,-40.98,04:06:09 UTC
66791,705,20190519,Credito,-9.38,04:42:46 UTC
71908,705,20190521,Credito,-25.4,05:28:33 UTC
2344,961,20200526,Credito,-12.52,15:27:42 UTC
3781,961,20200528,Credito,-12.5,07:16:56 UTC
4178,961,20200719,Credito,-11.08,11:27:52 UTC
5553,961,20200730,Credito,-7.1,19:40:26 UTC
9504,961,20210715,Credito,-75.07,01:12:06 UTC
9593,961,20210917,Credito,-18.43,15:41:29 UTC
16589,961,20211222,Credito,-22.09,17:06:39 UTC
17811,961,20220417,Credito,-34.87,16:40:59 UTC
18587,961,20220806,Credito,-52.38,11:54:14 UTC
26244,961,20220819,Credito,-39.34,00:25:40 UTC
28290,961,20220825,Credito,-14.89,02:24:05 UTC
29844,961,20220903,Credito,-35.89,08:41:17 UTC
36116,961,20221229,Credito,-49.18,22:56:00 UTC
36180,961,20221229,Credito,-31.39,23:37:33 UTC
39114,961,20221229,Credito,-61.62,23:58:21 UTC
44806,961,20221229,Credito,-35.31,23:59:41 UTC
50581,961,20221229,Credito,-19.7,23:59:59.532896 UTC
61277,961,20221229,Credito,-27.03,23:59:59.464081 UTC
61656,961,20221229,Credito,-28.32,23:59:59.953519 UTC
62038,961,20221229,Credito,-28.36,23:59:59.274236 UTC
63503,961,20221229,Credito,-14.31,23:59:59.565655 UTC
66396,961,20221229,Credito,-25.2,23:59:59.433385 UTC
67860,961,20221229,Credito,-19.78,23:59:59.983792 UTC
68112,961,20221229,Credito,-17.97,23:59:59.614865 UTC
71393,961,20221229,Credito,-27.77,23:59:59.866316 UTC
71505,961,20221229,Credito,-40.68,23:59:59.488865 UTC
6166,194,20170217,Credito,-34.97,06:45:20 UTC
11141,194,20170516,Credito,-14.03,09:19:20 UTC
12739,194,20180201,Credito,-52.89,02:20:44 UTC
13360,194,20180201,Credito,-54.43,05:17:10 UTC
13901,194,20180201,Credito,-43.16,12:51:57 UTC
14395,194,20180201,Credito,-4.62,13:18:46 UTC
19599,194,20190223,Credito,-15.95,05:49:12 UTC
19751,194,20190223,Credito,-26.48,05:59:20 UTC
20536,194,20190301,Credito,-16.43,23:50:23 UTC
21173,194,20190301,Credito,-17.2,23:51:13 UTC
